DATE,HIGH,LOW,WIND,RAIN,SNOW
7/1/2017,92,75,11.18,0,0
7/2/2017,89,72,4.92,0.15,0
7/3/2017,93,71,4.25,0,0
7/4/2017,91,71,3.58,0.01,0
7/5/2017,90,72,4.92,0.49,0
7/6/2017,89,73,7.16,0.03,0
7/7/2017,90,72,9.62,0,0
7/8/2017,92,71,9.84,0,0
7/9/2017,87,67,5.82,0,0
7/10/2017,92,67,7.38,0,0
7/11/2017,96,71,8.5,0,0
7/12/2017,98,76,8.5,0,0
7/13/2017,99,77,10.07,0,0
7/14/2017,98,74,9.62,0,0
7/15/2017,94,73,6.49,0,0
7/16/2017,91,72,7.16,0,0
7/17/2017,90,69,6.04,0,0
7/18/2017,91,72,5.37,0,0
7/19/2017,95,68,4.7,0,0
7/20/2017,98,73,6.71,0,0
7/21/2017,99,75,5.37,0,0
7/22/2017,101,74,7.83,0,0
7/23/2017,97,74,8.5,0.82,0
7/24/2017,94,72,7.83,0.01,0
7/25/2017,87,70,8.95,0,0
7/26/2017,89,68,5.14,0,0
7/27/2017,90,69,10.07,0,0
7/28/2017,88,73,6.49,0.22,0
7/29/2017,73,66,12.3,0.52,0
7/30/2017,83,60,8.5,0,0
7/31/2017,87,59,3.58,0,0
8/1/2017,90,62,4.47,0,0
8/2/2017,90,69,5.82,0,0
8/3/2017,93,69,6.71,0,0
8/4/2017,91,68,7.61,0,0
8/5/2017,88,64,7.83,0,0
8/6/2017,89,59,5.14,0,0
8/7/2017,87,71,9.62,0.81,0
8/8/2017,80,65,6.71,0.84,0
8/9/2017,84,63,5.37,0,0
8/10/2017,85,62,4.7,0,0
8/11/2017,85,65,6.93,0.03,0
8/12/2017,87,73,5.82,0.3,0
8/13/2017,82,70,5.14,0.19,0
8/14/2017,84,67,4.25,0,0
8/15/2017,84,74,4.47,0.33,0
8/16/2017,91,73,4.25,0,0
8/17/2017,86,73,6.71,0,0
8/18/2017,92,74,9.84,2.15,0
8/19/2017,89,74,4.03,0,0
8/20/2017,89,71,5.37,0,0
8/21/2017,89,71,5.59,0,0
8/22/2017,91,73,8.95,0,0
8/23/2017,86,68,6.71,0.14,0
8/24/2017,83,67,5.82,0,0
8/25/2017,83,63,4.92,0,0
8/26/2017,83,63,6.71,0,0
8/27/2017,81,61,7.38,0,0
8/28/2017,81,60,10.96,0,0
8/29/2017,69,63,14.54,1.15,0
8/30/2017,81,63,6.04,0,0
8/31/2017,87,65,3.58,0,0
9/1/2017,76,53,9.4,0.83,0
9/2/2017,67,57,5.82,0.41,0
9/3/2017,80,62,7.16,0.06,0
9/4/2017,83,56,6.49,0,0
9/5/2017,86,64,8.72,0,0
9/6/2017,74,61,7.61,0.07,0
9/7/2017,76,54,7.38,0,0
9/8/2017,78,51,2.91,0,0
9/9/2017,74,55,8.5,0,0
9/10/2017,71,51,8.5,0,0
9/11/2017,72,53,8.05,0.02,0
9/12/2017,79,60,8.28,0.03,0
9/13/2017,84,65,6.49,0.06,0
9/14/2017,83,65,6.71,0,0
9/15/2017,85,67,3.36,0,0
9/16/2017,86,65,2.91,0,0
9/17/2017,85,64,4.47,0,0
9/18/2017,81,66,9.4,0,0
9/19/2017,84,67,11.41,0,0
9/20/2017,89,66,5.82,0,0
9/21/2017,90,65,4.92,0,0
9/22/2017,84,62,4.25,0,0
9/23/2017,87,61,4.7,0,0
9/24/2017,90,62,5.37,0,0
9/25/2017,88,64,8.05,0,0
9/26/2017,78,69,11.41,0,0
9/27/2017,90,72,12.97,0,0
9/28/2017,88,62,10.51,0,0
9/29/2017,78,55,5.82,0,0
9/30/2017,72,51,11.18,0,0
10/1/2017,72,48,6.49,0,0
10/2/2017,74,47,2.91,0,0
10/3/2017,77,49,3.58,0,0
10/4/2017,78,49,2.91,0,0
10/5/2017,84,55,6.26,0,0
10/6/2017,85,59,6.49,0,0
10/7/2017,83,60,7.61,0,0
10/8/2017,85,73,10.51,0.01,0
10/9/2017,84,73,12.08,0.05,0
10/10/2017,86,72,3.8,0.32,0
10/11/2017,81,72,3.8,1.91,0
10/12/2017,73,61,10.51,0.13,0
10/13/2017,69,61,9.62,0.01,0
10/14/2017,67,63,6.26,0,0
10/15/2017,82,63,9.84,0,0
10/16/2017,72,47,9.62,0.21,0
10/17/2017,64,42,6.71,0,0
10/18/2017,69,39,1.34,0,0
10/19/2017,75,43,3.36,0,0
10/20/2017,80,44,3.13,0,0
10/21/2017,78,50,2.46,0,0
10/22/2017,77,50,3.36,0,0
10/23/2017,78,55,10.07,0.11,0
10/24/2017,74,56,9.84,0.36,0
10/25/2017,66,49,6.71,0,0
10/26/2017,62,39,7.61,0,0
10/27/2017,70,37,6.71,0,0
10/28/2017,73,46,8.72,0,0
10/29/2017,66,45,9.4,1.84,0
10/30/2017,59,43,11.18,0,0
10/31/2017,68,40,3.8,0,0
11/1/2017,71,45,4.92,0,0
11/2/2017,77,57,4.47,0,0
11/3/2017,82,54,5.59,0.23,0
11/4/2017,64,52,8.28,0,0
11/5/2017,64,51,4.03,0.12,0
11/6/2017,76,56,8.5,0,0
11/7/2017,61,42,10.74,0.17,0
11/8/2017,46,41,10.96,0.07,0
11/9/2017,55,45,6.71,0.11,0
11/10/2017,52,30,12.53,0,0
11/11/2017,42,26,4.47,0,0
11/12/2017,48,28,1.57,0.02,0
11/13/2017,48,39,6.26,0.65,0
11/14/2017,51,35,7.83,0,0
11/15/2017,56,33,4.47,0,0
11/16/2017,65,41,9.4,0,0
11/17/2017,55,32,5.14,0,0
11/18/2017,62,32,12.97,0,0
11/19/2017,66,39,16.55,0.01,0
11/20/2017,54,33,5.59,0,0
11/21/2017,62,34,7.83,0.01,0
11/22/2017,63,36,10.07,0.04,0
11/23/2017,45,28,3.36,0,0
11/24/2017,56,26,1.57,0,0
11/25/2017,69,29,6.93,0,0
11/26/2017,59,34,4.25,0,0
11/27/2017,62,29,2.68,0,0
11/28/2017,63,32,3.58,0,0
11/29/2017,71,35,4.7,0,0
11/30/2017,65,39,4.92,0,0
12/1/2017,60,36,6.26,0,0
12/2/2017,53,30,1.12,0,0
12/3/2017,60,37,2.01,0,0
12/4/2017,58,32,3.36,0,0
12/5/2017,65,39,6.04,0.07,0
12/6/2017,61,42,7.16,0.02,0
12/7/2017,50,37,6.04,0,0
12/8/2017,43,32,4.47,0.65,2.4
12/9/2017,33,32,7.16,0.27,0.7
12/10/2017,40,29,8.5,0,0
12/11/2017,50,33,6.93,0,0
12/12/2017,52,28,12.75,0.01,0
12/13/2017,37,20,10.96,0,0
12/14/2017,50,29,9.4,0,0
12/15/2017,35,23,5.82,0,0
12/16/2017,49,22,6.93,0,0
12/17/2017,50,25,2.46,0.01,0
12/18/2017,64,35,5.37,0,0
12/19/2017,65,34,6.26,0,0
12/20/2017,57,36,6.26,0,0
12/21/2017,50,31,4.03,0,0
12/22/2017,61,32,5.14,0,0
12/23/2017,71,51,14.76,0.02,0
12/24/2017,51,41,8.05,0,0
12/25/2017,44,33,12.75,0,0
12/26/2017,40,27,4.25,0,0
12/27/2017,40,21,8.05,0,0
12/28/2017,27,14,8.72,0,0
12/29/2017,39,17,4.92,0,0
12/30/2017,39,23,7.38,0,0
12/31/2017,27,16,13.65,0,0
1/1/2018,27,11,7.83,0,0
1/2/2018,29,10,6.04,0,0
1/3/2018,34,8,4.25,0.04,0.6
1/4/2018,30,18,18.57,0.16,2.4
1/5/2018,25,12,12.97,0,0
1/6/2018,23,2,9.4,0,0
1/7/2018,23,-3,3.36,0,0
1/8/2018,46,15,9.84,0.09,0
1/9/2018,56,27,4.25,0,0
1/10/2018,45,26,2.91,0,0
1/11/2018,69,36,6.26,0.04,0
1/12/2018,70,59,12.97,1,0
1/13/2018,58,23,15.88,0.01,0
1/14/2018,30,17,10.96,0,0
1/15/2018,37,18,7.16,0,0
1/16/2018,44,26,2.24,0,0
1/17/2018,35,22,11.63,0.1,2
1/18/2018,43,13,8.72,0,0
1/19/2018,56,22,5.37,0,0
1/20/2018,61,27,8.05,0,0
1/21/2018,67,28,5.59,0,0
1/22/2018,66,46,8.28,0,0
1/23/2018,73,47,15.43,0.48,0
1/24/2018,55,38,8.95,0,0
1/25/2018,47,26,3.8,0,0
1/26/2018,55,24,5.82,0,0
1/27/2018,66,30,10.96,0,0
1/28/2018,58,50,7.61,0.81,0
1/29/2018,50,37,10.74,0.6,0
1/30/2018,39,23,12.75,0.08,0.3
1/31/2018,40,20,7.16,0,0
2/1/2018,60,30,11.18,0,0
2/2/2018,55,19,13.2,0.11,0
2/3/2018,37,14,5.82,0,0
2/4/2018,43,30,5.82,0.52,0
2/5/2018,44,27,8.05,0,0
2/6/2018,55,26,6.49,0,0
2/7/2018,57,34,6.26,0.1,0
2/8/2018,42,28,8.5,0,0
2/9/2018,52,26,6.26,0,0
2/10/2018,54,35,1.79,0.31,0
2/11/2018,73,52,13.42,0.15,0
2/12/2018,67,36,10.51,0.26,0
2/13/2018,40,34,6.26,0,0
2/14/2018,58,37,8.72,0,0
2/15/2018,74,53,13.2,0.02,0
2/16/2018,67,43,10.74,0.07,0
2/17/2018,44,34,6.93,0.27,0
2/18/2018,56,33,5.37,0,0
2/19/2018,51,36,4.03,0.2,0
2/20/2018,76,51,9.62,0,0
2/21/2018,80,61,11.86,0,0
2/22/2018,75,46,8.72,0,0
2/23/2018,51,42,5.37,0,0
2/24/2018,76,46,8.72,0,0
2/25/2018,71,53,6.04,0,0
2/26/2018,58,37,5.37,0.03,0
2/27/2018,60,34,5.59,0,0
2/28/2018,64,41,10.74,0,0
3/1/2018,55,49,5.37,0.18,0
3/2/2018,56,42,28.86,0,0
3/3/2018,55,37,20.8,0,0
3/4/2018,55,35,14.99,0,0
3/5/2018,50,29,10.74,0,0
3/6/2018,47,27,4.92,0.51,0
3/7/2018,54,38,12.08,0.03,0
3/8/2018,47,25,8.5,0,0
3/9/2018,48,29,10.29,0,0
3/10/2018,49,27,2.68,0,0
3/11/2018,47,37,6.04,0,0
3/12/2018,40,33,12.75,0.49,2
3/13/2018,49,30,12.97,0,0
3/14/2018,45,29,13.2,0,0
3/15/2018,60,28,11.41,0,0
3/16/2018,54,29,7.61,0,0
3/17/2018,53,24,3.58,0.01,0
3/18/2018,60,39,5.82,0,0
3/19/2018,64,36,5.82,0,0
3/20/2018,46,34,13.87,0.7,0
3/21/2018,35,32,10.96,0.39,2
3/22/2018,52,34,12.53,0,0
3/23/2018,54,31,10.51,0,0
3/24/2018,52,32,8.05,0,0
3/25/2018,52,32,10.51,0,0
3/26/2018,51,29,9.4,0,0
3/27/2018,46,30,4.03,0.02,0
3/28/2018,74,38,5.82,0,0
3/29/2018,83,53,11.18,0,0
3/30/2018,76,47,15.88,0,0
3/31/2018,62,34,7.83,0,0
4/1/2018,71,44,7.38,0,0
4/2/2018,60,45,10.74,0,0
4/3/2018,64,42,7.16,0,0
4/4/2018,79,44,19.46,0,0
4/5/2018,58,33,6.04,0,0
4/6/2018,73,38,16.55,0.01,0
4/7/2018,59,33,11.41,0.3,0
4/8/2018,53,33,9.62,0,0
4/9/2018,52,38,7.61,0.1,0
4/10/2018,59,39,7.38,0,0
4/11/2018,61,36,5.14,0,0
4/12/2018,77,41,15.88,0,0
4/13/2018,84,55,15.88,0,0
4/14/2018,83,61,14.76,0,0
4/15/2018,79,64,12.53,0.02,0
4/16/2018,72,36,15.66,1.53,0
4/17/2018,55,38,11.63,0,0
4/18/2018,74,38,6.71,0,0
4/19/2018,70,42,12.53,0.02,0
4/20/2018,64,35,9.84,0,0
4/21/2018,65,38,4.25,0,0
4/22/2018,69,42,7.61,0,0
4/23/2018,70,44,10.51,0,0
4/24/2018,59,53,10.96,1.02,0
4/25/2018,67,56,5.14,0.07,0
4/26/2018,74,53,5.82,0,0
4/27/2018,72,54,5.59,0.5,0
4/28/2018,79,51,9.4,0.01,0
4/29/2018,65,40,12.75,0,0
4/30/2018,73,36,7.16,0,0
5/1/2018,84,42,2.91,0,0
5/2/2018,91,52,8.95,0,0
5/3/2018,90,60,11.41,0,0
5/4/2018,89,62,11.86,0,0
5/5/2018,76,60,6.71,0,0
5/6/2018,79,56,6.04,0,0
5/7/2018,73,54,7.61,0,0
5/8/2018,77,51,8.28,0,0
5/9/2018,80,51,6.71,0,0
5/10/2018,87,56,9.62,0.36,0
5/11/2018,88,57,5.14,0,0
5/12/2018,93,66,8.5,0,0
5/13/2018,87,64,7.61,0,0
5/14/2018,91,63,5.59,0.23,0
5/15/2018,90,64,11.86,0,0
5/16/2018,81,69,5.82,1.04,0
5/17/2018,78,68,6.49,2.67,0
5/18/2018,81,64,9.17,3.86,0
5/19/2018,77,65,10.07,0.68,0
5/20/2018,88,71,10.29,0,0
5/21/2018,81,66,6.71,0,0
5/22/2018,85,65,6.71,1.38,0
5/23/2018,86,68,7.61,0.03,0
5/24/2018,85,62,5.59,0,0
5/25/2018,85,63,6.93,0,0
5/26/2018,88,68,11.41,0.02,0
5/27/2018,87,71,9.84,0,0
5/28/2018,84,69,5.14,0.01,0
5/29/2018,82,68,3.8,0,0
5/30/2018,83,72,6.93,0.07,0
5/31/2018,87,72,7.61,0,0
6/1/2018,93,71,6.04,0,0
6/2/2018,87,70,5.82,1.49,0
6/3/2018,79,59,12.08,1.25,0
6/4/2018,83,58,7.38,0,0
6/5/2018,83,60,5.82,0,0
6/6/2018,80,62,6.49,0.05,0
6/7/2018,82,61,4.92,0,0
6/8/2018,87,60,4.47,0,0
6/9/2018,89,69,7.61,0.11,0
6/10/2018,87,66,5.59,0.44,0
6/11/2018,70,63,7.61,0.22,0
6/12/2018,74,60,5.14,0,0
6/13/2018,86,66,9.4,0,0
6/14/2018,86,68,6.49,0,0
6/15/2018,86,63,4.92,0,0
6/16/2018,89,62,2.68,0,0
6/17/2018,91,70,3.8,0,0
6/18/2018,94,72,4.25,0,0
6/19/2018,98,74,7.38,1.25,0
6/20/2018,89,71,5.14,0.45,0
6/21/2018,89,70,5.82,0.21,0
6/22/2018,86,72,9.4,7.61,0
6/23/2018,88,70,5.82,0,0
6/24/2018,91,72,6.04,0.24,0
6/25/2018,86,70,5.82,0,0
6/26/2018,79,67,6.71,0,0
6/27/2018,86,66,6.93,0,0
6/28/2018,91,73,5.82,0,0
6/29/2018,91,72,4.7,0,0
6/30/2018,93,69,4.03,0,0
7/1/2018,95,71,3.13,0,0
7/2/2018,96,74,4.47,0,0
7/3/2018,95,75,4.47,0,0
7/4/2018,93,72,5.37,0,0
7/5/2018,93,73,4.47,0,0
7/6/2018,93,73,8.5,0.91,0
7/7/2018,80,62,10.51,0,0
7/8/2018,82,57,8.5,0,0
7/9/2018,85,58,4.92,0,0
7/10/2018,92,63,4.7,0,0
7/11/2018,92,72,5.59,0.72,0
7/12/2018,89,70,6.26,0,0
7/13/2018,85,65,6.71,0,0
7/14/2018,86,61,2.68,0,0
7/15/2018,91,67,6.26,0,0
7/16/2018,93,74,7.61,0,0
7/17/2018,92,73,8.72,0.19,0
7/18/2018,86,68,7.38,0,0
7/19/2018,89,66,6.71,0,0
7/20/2018,86,67,6.71,0,0
7/21/2018,73,67,11.18,1.28,0
7/22/2018,84,65,6.04,0.45,0
7/23/2018,82,71,8.72,0.2,0
7/24/2018,80,73,9.62,0.34,0
7/25/2018,83,71,7.61,0.18,0
7/26/2018,88,68,4.7,0,0
7/27/2018,90,72,5.14,0.2,0
7/28/2018,87,71,5.37,0.15,0
7/29/2018,86,69,6.49,0,0
7/30/2018,76,72,5.37,0.62,0
7/31/2018,86,72,5.37,0.44,0
8/1/2018,89,75,11.41,0,0
8/2/2018,89,72,9.4,0.09,0
8/3/2018,83,72,9.4,0.02,0
8/4/2018,89,73,5.59,0,0
8/5/2018,91,71,3.8,0.01,0
8/6/2018,89,70,3.13,0.37,0
8/7/2018,92,72,5.82,0,0
8/8/2018,95,72,6.93,0,0
8/9/2018,91,73,4.7,0.09,0
8/10/2018,91,73,3.13,0,0
8/11/2018,91,72,4.47,0,0
8/12/2018,89,69,4.92,0.47,0
8/13/2018,85,66,5.82,0.34,0
8/14/2018,87,63,4.92,0.04,0
8/15/2018,89,68,2.91,0,0
8/16/2018,92,69,4.03,0,0
8/17/2018,93,74,7.38,0,0
8/18/2018,90,72,8.5,0.04,0
8/19/2018,87,73,5.14,0.08,0
8/20/2018,86,73,7.61,0.13,0
8/21/2018,88,74,7.83,0.48,0
8/22/2018,88,69,7.61,0.8,0
8/23/2018,80,61,7.83,0,0
8/24/2018,83,58,3.58,0,0
8/25/2018,82,60,2.91,0,0
8/26/2018,88,61,5.59,0,0
8/27/2018,92,70,3.13,0,0
8/28/2018,94,73,6.71,0.01,0
8/29/2018,96,74,7.83,0,0
8/30/2018,94,72,6.26,0.35,0
8/31/2018,89,71,4.47,0.03,0
9/1/2018,88,70,4.47,1.02,0
9/2/2018,91,70,2.68,0,0
9/3/2018,94,73,2.68,0,0
9/4/2018,92,75,3.13,0,0
9/5/2018,92,73,2.91,0,0
9/6/2018,93,72,2.91,0,0
9/7/2018,92,73,2.68,0.11,0
9/8/2018,84,69,8.05,0,0
9/9/2018,73,67,8.72,0.19,0
9/10/2018,86,68,6.71,0,0
9/11/2018,89,72,4.7,0.06,0
9/12/2018,88,72,6.04,0.26,0
9/13/2018,83,73,12.3,0.28,0
9/14/2018,80,74,12.75,0.09,0
9/15/2018,82,72,12.3,0.16,0
9/16/2018,83,72,10.51,0.24,0
9/17/2018,83,74,10.96,0.38,0
9/18/2018,83,71,9.4,0.16,0
9/19/2018,88,68,6.93,0,0
9/20/2018,84,66,5.59,0,0
9/21/2018,82,66,6.71,0.01,0
9/22/2018,85,67,8.72,0,0
9/23/2018,67,62,7.83,0.91,0
9/24/2018,71,64,8.5,0.04,0
9/25/2018,86,71,5.14,0,0
9/26/2018,89,73,6.71,0.24,0
9/27/2018,73,63,7.16,0.22,0
9/28/2018,79,60,4.47,0.16,0
9/29/2018,80,57,2.24,0,0
9/30/2018,79,59,4.25,0,0
10/1/2018,84,60,4.7,0,0
10/2/2018,84,64,8.28,0,0
10/3/2018,90,65,4.03,0,0
10/4/2018,92,66,4.7,0,0
10/5/2018,78,66,6.93,0,0
10/6/2018,83,65,3.58,0,0
10/7/2018,87,68,3.36,0,0
10/8/2018,85,69,5.14,0,0
10/9/2018,85,70,5.82,0,0
10/10/2018,84,68,4.92,0,0
10/11/2018,83,68,13.65,3.69,0
10/12/2018,70,52,8.5,0,0
10/13/2018,67,47,6.49,0,0
10/14/2018,64,47,3.58,0,0
10/15/2018,82,60,10.74,0,0
10/16/2018,73,57,6.71,0.04,0
10/17/2018,72,50,6.71,0.1,0
10/18/2018,62,42,7.16,0,0
10/19/2018,66,38,6.71,0,0
10/20/2018,67,55,9.84,0.08,0
10/21/2018,58,38,13.87,0,0
10/22/2018,59,33,5.14,0,0
10/23/2018,72,40,8.5,0,0
10/24/2018,61,41,10.07,0,0
10/25/2018,55,36,4.25,0,0
10/26/2018,54,42,7.61,1.88,0
10/27/2018,62,50,9.62,0.24,0
10/28/2018,64,47,11.41,0.01,0
10/29/2018,66,43,8.72,0,0
10/30/2018,65,39,4.92,0,0
